verkehrsstrom,zufahrt,spur,strom,kennung,stromtyp,formel,kommentar,intervall_nr,intervall_start,intervall_ende,rad,krad,pkw,lfz,lkw,lz,bus
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),001,06:00,06:15,0,,0,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),002,06:15,06:30,0,,0,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),003,06:30,06:45,0,,1,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),004,06:45,07:00,0,,0,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),005,07:00,07:15,0,,0,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),006,07:15,07:30,0,,1,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),007,07:30,07:45,0,,0,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),008,07:45,08:00,0,,1,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),009,08:00,08:15,0,,1,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),010,08:15,08:30,0,,1,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),011,08:30,08:45,0,,0,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),012,08:45,09:00,0,,0,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),013,09:00,09:15,0,,1,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),014,09:15,09:30,1,,1,0,1,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),015,09:30,09:45,1,,1,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),016,09:45,10:00,0,,1,1,1,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),017,10:00,10:15,0,,1,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),018,10:15,10:30,0,,0,0,0,0,0
1,A,1,1,AG...(2),Zählstrom,,Geradeausfahrer 2 Thomas-Mann-Straße (W),019,10:30,10:45,0,,0,0,0,0,0
